"player1","player2","win1","win2"
"Daria Kasatkina","Katerina Siniakova",0,1
"Daria Kasatkina","Leylah Fernandez",1,0
"Daria Kasatkina","Maria Sakkari",1,0
"Daria Kasatkina","Marta Kostyuk",0,1
"Daria Kasatkina","Misaki Doi",1,0
"Daria Kasatkina","Ons Jabeur",0,2
"Daria Kasatkina","Paula Badosa",1,0
"Daria Kasatkina","Sara Sorribes Tormo",0,1
"Daria Kasatkina","Shelby Rogers",1,0
"Daria Kasatkina","Sloane Stephens",0,1
"Daria Kasatkina","Sorana Cirstea",0,1
"Daria Kasatkina","Tamara Zidansek",1,0
"Daria Kasatkina","Veronika Kudermetova",1,0
"Dayana Yastremska","Elena Gabriela Ruse",0,1
"Dayana Yastremska","Laura Pigossi",0,1
"Dayana Yastremska","Magdalena Frech",1,0
"Dayana Yastremska","Marie Bouzkova",0,1
"Dayana Yastremska","Panna Udvardy",1,0
"Dayana Yastremska","Sara Errani",2,0
"Diane Parry","Irina Camelia Begu",0,1
"Diane Parry","Jule Niemeier",0,1
"Diane Parry","Lauren Davis",1,0
"Diane Parry","Sloane Stephens",0,1
"Diane Parry","Yulia Putintseva",1,0
"Donna Vekic","Karolina Pliskova",0,1
"Donna Vekic","Mariam Bolkvadze",1,0
"Donna Vekic","Sinja Kraus",1,0
"Ekaterina Alexandrova","Irina Camelia Begu",0,1
"Ekaterina Alexandrova","Jelena Ostapenko",1,0
"Ekaterina Alexandrova","Jennifer Brady",1,0
"Ekaterina Alexandrova","Jessica Pegula",0,1
"Ekaterina Alexandrova","Karolina Muchova",1,0
"Ekaterina Alexandrova","Karolina Pliskova",1,0
"Ekaterina Alexandrova","Lauren Davis",1,0
"Ekaterina Alexandrova","Magda Linette",1,0
"Ekaterina Alexandrova","Maria Sakkari",0,1
"Ekaterina Alexandrova","Marie Bouzkova",1,0
"Ekaterina Alexandrova","Marta Kostyuk",1,0
"Ekaterina Alexandrova","Nuria Parrizas Diaz",1,0
"Ekaterina Alexandrova","Ons Jabeur",0,1
"Ekaterina Alexandrova","Qinwen Zheng",1,0
"Ekaterina Alexandrova","Shuai Zhang",1,0
"Ekaterina Alexandrova","Simona Halep",0,1
"Ekaterina Alexandrova","Sloane Stephens",1,0
"Ekaterina Alexandrova","Victoria Azarenka",0,1
"Ekaterine Gorgodze","Kristina Kucova",0,1
"Ekaterine Gorgodze","Laura Pigossi",0,1
"Ekaterine Gorgodze","Shuai Zhang",0,1
"Ekaterine Gorgodze","Varvara Lepchenko",1,0
"Ekaterine Gorgodze","Yulia Putintseva",0,1
"Elena Gabriela Ruse","Elise Mertens",0,1
"Elena Gabriela Ruse","Hailey Baptiste",0,1
"Elena Gabriela Ruse","Iga Swiatek",0,1
"Elena Gabriela Ruse","Jil Teichmann",2,0
"Elena Gabriela Ruse","Kamilla Rakhimova",0,1
"Elena Gabriela Ruse","Lesia Tsurenko",0,1
"Elena Gabriela Ruse","Lucia Bronzetti",1,0
"Elena Gabriela Ruse","Oceane Dodin",1,0
"Elena Gabriela Ruse","Shelby Rogers",1,0
"Elena Rybakina","Elina Avanesyan",1,0
"Elena Rybakina","Elise Mertens",0,1
"Elena Rybakina","Jil Teichmann",0,2
"Elena Rybakina","Katerina Siniakova",1,0
"Elena Rybakina","Laura Siegemund",1,0
"Elena Rybakina","Lauren Davis",1,0
"Elena Rybakina","Madison Keys",0,1
"Elena Rybakina","Maria Carle",0,1
"Elena Rybakina","Nadia Podoroska",1,0
"Elena Rybakina","Nao Hibino",1,0
"Elena Rybakina","Oceane Dodin",1,0
"Elena Rybakina","Paula Badosa",0,1
"Elena Rybakina","Serena Williams",1,0
"Elina Avanesyan","Harriet Dart",1,0
"Elina Avanesyan","Lucia Bronzetti",0,1
"Elina Svitolina","Garbine Muguruza",1,0
"Elina Svitolina","Iga Swiatek",0,1
"Elina Svitolina","Jil Teichmann",0,1
"Elina Svitolina","Petra Kvitova",1,0
"Yuki Naito","Elina Svitolina",0,1
"Elisabetta Cocciaretto","Jasmine Paolini",0,1
"Elisabetta Cocciaretto","Katerina Siniakova",1,0
"Elisabetta Cocciaretto","Nuria Parrizas Diaz",1,0
"Elisabetta Cocciaretto","Reka Luca Jani",1,1
"Elisabetta Cocciaretto","Sara Errani",1,0
"Elise Mertens","Kaja Juvan",0,1
"Elise Mertens","Katerina Siniakova",1,0
"Elise Mertens","Lara Arruabarrena",1,0
"Elise Mertens","Maria Sakkari",0,1
"Elise Mertens","Marie Bouzkova",1,0
"Elise Mertens","Rebecca Peterson",0,1
"Elise Mertens","Shuai Zhang",1,0
"Simona Halep","Elise Mertens",0,1
"Elise Mertens","Sorana Cirstea",0,1
"Elise Mertens","Storm Sanders",1,0
"Elise Mertens","Varvara Gracheva",1,0
"Elise Mertens","Veronika Kudermetova",1,1
"Elise Mertens","Viktorija Golubic",1,0
"Elise Mertens","Zarina Diyas",1,0
"Linda Fruhvirtova","Emma Navarro",1,0
"Emma Navarro","Madison Brengle",1,0
"Emma Navarro","Ons Jabeur",0,1
"Tereza Martincova","Emma Navarro",0,1
"Emma Navarro","Veronika Kudermetova",0,1
"Emma Raducanu","Iga Swiatek",0,1
"Emma Raducanu","Marketa Vondrousova",0,1
"Emma Raducanu","Marta Kostyuk",1,0
"Emma Raducanu","Storm Sanders",1,0
"Emma Raducanu","Tamara Korpatsch",1,0
"Emma Raducanu","Tereza Martincova",2,0
"Eva Lys","Iga Swiatek",0,1
"Eva Lys","Jule Niemeier",0,1
"Eva Lys","Maria Carle",0,1
"Varvara Gracheva","Eva Lys",0,1
"Viktorija Golubic","Eva Lys",0,1
"Fiona Ferro","Harmony Tan",1,0
"Fiona Ferro","Jennifer Brady",0,1
"Fiona Ferro","Paula Badosa",0,1
"Fiona Ferro","Petra Martic",1,0
"Fiona Ferro","Sara Errani",0,1
"Fiona Ferro","Sorana Cirstea",0,1
"Fiona Ferro","Vera Zvonareva",1,0
"Fiona Ferro","Viktorija Golubic",0,1
"Francesca Di Lorenzo","Nao Hibino",0,1
"Francesca Di Lorenzo","Shuai Zhang",0,2
"Stefanie Voegele","Francesca Di Lorenzo",1,0
"Gabriela Lee","Iga Swiatek",0,1
"Gabriela Lee","Jasmine Paolini",0,1
"Garbine Muguruza","Kaia Kanepi",0,1
"Garbine Muguruza","Magdalena Frech",1,0
"Garbine Muguruza","Marta Kostyuk",0,1
"Garbine Muguruza","Martina Trevisan",0,1
"Garbine Muguruza","Yulia Putintseva",0,2
"Hailey Baptiste","Ons Jabeur",0,1
"Hailey Baptiste","Sofia Kenin",0,1
"Harmony Tan","Lara Arruabarrena",1,0
"Harmony Tan","Laura Pigossi",0,1
"Harmony Tan","Marketa Vondrousova",0,1
"Harmony Tan","Maryna Zanevska",0,1
"Harmony Tan","Mihaela Buzarnescu",1,0
"Harriet Dart","Linda Fruhvirtova",1,0
"Harriet Dart","Marketa Vondrousova",0,1
"Harriet Dart","Martina Trevisan",0,1
"Harriet Dart","Yulia Putintseva",0,1
"Heather Watson","Magda Linette",0,1
"Heather Watson","Zarina Diyas",0,1
"Iga Swiatek","Jessica Pegula",1,0
"Iga Swiatek","Kaja Juvan",1,0
"Iga Swiatek","Karolina Pliskova",1,0
"Iga Swiatek","Laura Siegemund",1,0
"Iga Swiatek","Lesia Tsurenko",1,0
"Iga Swiatek","Liudmila Samsonova",1,0
"Iga Swiatek","Madison Keys",1,0
"Iga Swiatek","Magdalena Frech",1,0
"Iga Swiatek","Maria Sakkari",0,1
"Iga Swiatek","Marta Kostyuk",1,0
"Iga Swiatek","Ons Jabeur",1,0
"Iga Swiatek","Qinwen Zheng",1,0
"Iga Swiatek","Rebecca Peterson",1,0
"Iga Swiatek","Victoria Azarenka",1,0
"Ipek Oz","Sofia Nami Samavati",1,0
"Irina Bara","Kamilla Rakhimova",0,1
"Irina Bara","Kristina Kucova",0,2
"Irina Bara","Kristyna Pliskova",0,1
"Irina Bara","Olga Danilovic",0,1
"Irina Bara","Paula Ormaechea",1,0
"Irina Bara","Sara Errani",1,0
"Irina Bara","Yulia Putintseva",0,1
"Irina Camelia Begu","Jasmine Paolini",1,0
"Irina Camelia Begu","Jessica Pegula",0,1
"Irina Camelia Begu","Katarzyna Kawa",0,1
"Irina Camelia Begu","Leolia Jeanjean",1,0
"Irina Camelia Begu","Lucia Bronzetti",1,0
"Irina Camelia Begu","Oceane Dodin",1,0
"Irina Camelia Begu","Ons Jabeur",0,1
"Irina Camelia Begu","Sara Sorribes Tormo",1,0
"Irina Camelia Begu","Serena Williams",0,1
"Tamara Korpatsch","Irina Camelia Begu",0,1
"Irina Camelia Begu","Viktoriya Tomova",1,0
"Irina Camelia Begu","Xin Yu Wang",1,0
"Ysaline Bonaventure","Irina Camelia Begu",0,1
"Jacqueline Cabaj Awad","Maileen Nuudi",0,1
"Jacqueline Cabaj Awad","Petra Marcinko",0,1
"Sinja Kraus","Jacqueline Cabaj Awad",1,0
"Jaqueline Cristian","Oceane Dodin",0,1
"Jaqueline Cristian","Qinwen Zheng",1,0
"Jaqueline Cristian","Reka Luca Jani",1,0
"Jasmine Paolini","Jessica Pegula",0,1
"Jasmine Paolini","Jil Teichmann",0,1
"Jasmine Paolini","Jule Niemeier",1,0
"Jasmine Paolini","Lara Arruabarrena",0,1
"Jasmine Paolini","Lucia Bronzetti",0,1
"Jasmine Paolini","Maria Sakkari",0,1
"Jasmine Paolini","Natalia Vikhlyantseva",0,1
"Jasmine Paolini","Nuria Parrizas Diaz",1,0
"Jasmine Paolini","Ons Jabeur",0,1
"Jasmine Paolini","Shuai Zhang",1,0
"Jasmine Paolini","Stefanie Voegele",1,0
"Jasmine Paolini","Viktorija Golubic",1,0
"Jelena Ostapenko","Jennifer Brady",0,1
"Jelena Ostapenko","Karolina Pliskova",0,2
"Jelena Ostapenko","Lauren Davis",0,1
"Jelena Ostapenko","Lucia Bronzetti",1,0
"Jelena Ostapenko","Polona Hercog",1,0
"Jelena Ostapenko","Sinja Kraus",1,0
"Sofia Kenin","Jelena Ostapenko",1,0
"Jelena Ostapenko","Stefanie Voegele",1,0
"Jennifer Brady","Petra Kvitova",0,1
"Jennifer Brady","Shuai Zhang",1,0
"Jessica Pegula","Jil Teichmann",1,0
"Jessica Pegula","Kaia Kanepi",1,0
"Jessica Pegula","Lin Zhu",1,0
"Jessica Pegula","Liudmila Samsonova",1,0
"Jessica Pegula","Naomi Osaka",1,0
"Jessica Pegula","Ons Jabeur",0,1
"Jessica Pegula","Petra Martic",0,1
"Jessica Pegula","Qiang Wang",1,0
"Jessica Pegula","Sara Sorribes Tormo",1,0
"Jessica Pegula","Sofia Kenin",0,1
"Jessica Pegula","Sorana Cirstea",1,0
"Jessica Pegula","Tamara Zidansek",1,0
"Jessica Pegula","Tereza Martincova",1,0
"Jessica Pegula","Victoria Azarenka",1,0
"Jil Teichmann","Julia Grabher",0,1
"Jil Teichmann","Karolina Pliskova",1,0
"Jil Teichmann","Leylah Fernandez",1,0
"Jil Teichmann","Maryna Zanevska",0,1
"Jil Teichmann","Olga Danilovic",1,0
"Jil Teichmann","Paula Badosa",0,1
"Jil Teichmann","Petra Kvitova",1,0
"Jil Teichmann","Sloane Stephens",0,1
"Jil Teichmann","Victoria Azarenka",1,0
"Jil Teichmann","Yulia Putintseva",0,1
"Jule Niemeier","Shelby Rogers",1,0
"Jule Niemeier","Sloane Stephens",0,1
"Jule Niemeier","Tamara Korpatsch",1,0
"Jule Niemeier","Tamara Zidansek",1,0
"Julia Grabher","Nuria Parrizas Diaz",0,1
"Julia Grabher","Petra Martic",0,1
"Julia Grabher","Sorana Cirstea",0,1
"Julia Grabher","Tamara Zidansek",1,0
"Julia Grabher","Xin Yu Wang",1,0
"Kaia Kanepi","Linda Fruhvirtova",1,0
"Kaia Kanepi","Magda Linette",0,1
"Kaia Kanepi","Magdalena Frech",1,0
"Kaia Kanepi","Marketa Vondrousova",0,1
"Kaia Kanepi","Shelby Rogers",1,0
"Kaia Kanepi","Veronika Kudermetova",0,1
"Kaia Kanepi","Zarina Diyas",1,0
"Kaja Juvan","Karolina Pliskova",1,0
"Kaja Juvan","Marina Melnikova",1,0
"Kaja Juvan","Paula Badosa",0,1
"Kaja Juvan","Qinwen Zheng",1,0
"Kaja Juvan","Sinja Kraus",1,0
"Kaja Juvan","Viktoriya Tomova",1,0
"Kaja Juvan","Xin Yu Wang",1,0
"Kaja Juvan","Yulia Putintseva",0,2
"Kamilla Rakhimova","Lesia Tsurenko",0,1
"Kamilla Rakhimova","Marta Kostyuk",0,1
"Kamilla Rakhimova","Olga Danilovic",1,1
"Kamilla Rakhimova","Sorana Cirstea",0,1
"Tatjana Maria","Kamilla Rakhimova",1,0
"Karolina Muchova","Maria Sakkari",2,0
"Karolina Muchova","Naomi Osaka",1,0
"Karolina Muchova","Petra Martic",0,1
"Karolina Muchova","Qiang Wang",1,0
"Karolina Muchova","Qinwen Zheng",1,0
"Karolina Muchova","Sloane Stephens",0,1
"Varvara Lepchenko","Karolina Muchova",0,1
"Karolina Pliskova","Katarina Zavatska",1,0
"Karolina Pliskova","Leolia Jeanjean",0,1
"Karolina Pliskova","Liudmila Samsonova",0,1
"Karolina Pliskova","Marie Bouzkova",0,1
"Karolina Pliskova","Marta Kostyuk",1,0
"Karolina Pliskova","Maryna Zanevska",1,0
"Karolina Pliskova","Petra Kvitova",1,0
"Karolina Pliskova","Petra Martic",1,0
"Karolina Pliskova","Sloane Stephens",0,1
"Karolina Pliskova","Tamara Korpatsch",1,0
"Karolina Pliskova","Vera Zvonareva",1,0
"Katarina Zavatska","Maria Sakkari",0,1
"Katarina Zavatska","Natalia Vikhlyantseva",0,1
"Katarina Zavatska","Olga Danilovic",0,1
"Katarzyna Kawa","Kateryna Baindl",0,1
"Katarzyna Kawa","Kristyna Pliskova",0,1
"Katerina Siniakova","Kristina Mladenovic",1,0
"Katerina Siniakova","Laura Pigossi",1,0
"Katerina Siniakova","Leylah Fernandez",0,1
"Katerina Siniakova","Marie Bouzkova",1,0
"Katerina Siniakova","Petra Martic",1,0
"Katerina Siniakova","Serena Williams",1,0
"Katerina Siniakova","Tamara Zidansek",0,1
"Katerina Siniakova","Veronika Kudermetova",1,0
"Kateryna Baindl","Laura Siegemund",0,1
"Kateryna Baindl","Maria Sakkari",0,1
"Kateryna Baindl","Martina Trevisan",0,1
"Kateryna Baindl","Maryna Zanevska",1,1
"Kateryna Baindl","Petra Martic",1,0
"Kateryna Baindl","Rebecca Peterson",0,1
"Kateryna Baindl","Sara Errani",1,0
"Kateryna Baindl","Sorana Cirstea",0,1
"Kateryna Baindl","Yulia Putintseva",0,1
"Kristina Kucova","Maryna Zanevska",0,1
"Kristina Kucova","Mayar Sherif",0,1
"Kristina Kucova","Tamara Korpatsch",1,0
"Kristina Mladenovic","Leylah Fernandez",0,1
"Kristina Mladenovic","Nuria Parrizas Diaz",0,1
"Kristina Mladenovic","Petra Martic",0,1
"Kristina Mladenovic","Shelby Rogers",0,1
"Kristina Mladenovic","Viktorija Golubic",0,1
"Kristyna Pliskova","Martina Trevisan",1,0
"Kristyna Pliskova","Mihaela Buzarnescu",0,1
"Kristyna Pliskova","Oceane Dodin",0,1
"Kristyna Pliskova","Tamara Zidansek",0,1
"Lara Arruabarrena","Mihaela Buzarnescu",0,1
"Lara Arruabarrena","Varvara Gracheva",0,1
"Laura Pigossi","Nadia Podoroska",1,0
"Laura Pigossi","Paula Ormaechea",0,1
"Laura Pigossi","Rebecca Peterson",1,0
"Laura Pigossi","Reka Luca Jani",1,0
"Laura Pigossi","Tatjana Maria",0,1
"Laura Pigossi","Varvara Gracheva",1,0
"Laura Pigossi","Yulia Putintseva",0,1
"Laura Siegemund","Liudmila Samsonova",0,1
"Laura Siegemund","Maria Sakkari",1,0
"Laura Siegemund","Nadia Podoroska",0,1
"Laura Siegemund","Tamara Zidansek",1,0
"Lauren Davis","Madison Brengle",1,0
"Lauren Davis","Mariam Bolkvadze",1,0
"Lauren Davis","Mayar Sherif",0,1
"Lauren Davis","Paula Badosa",0,1
"Lauren Davis","Sara Errani",1,0
"Lauren Davis","Sara Sorribes Tormo",1,1
"Lauren Davis","Sofia Kenin",1,0
"Leolia Jeanjean","Nuria Parrizas Diaz",1,0
"Leolia Jeanjean","Sara Sorribes Tormo",0,1
"Leolia Jeanjean","Tatjana Maria",1,0
"Lesia Tsurenko","Yulia Putintseva",0,1
"Leylah Fernandez","Madison Keys",0,1
"Leylah Fernandez","Magda Linette",0,1
"Leylah Fernandez","Martina Trevisan",0,1
"Leylah Fernandez","Polona Hercog",1,0
"Leylah Fernandez","Shuai Zhang",1,0
"Leylah Fernandez","Viktoriya Tomova",0,1
"Lin Zhu","Veronika Kudermetova",0,1
"Liudmila Samsonova","Nao Hibino",1,0
"Liudmila Samsonova","Petra Martic",0,2
"Liudmila Samsonova","Qinwen Zheng",0,1
"Lola Radivojevic","Petra Marcinko",0,1
"Lola Radivojevic","Reka Luca Jani",0,1
"Viktoriya Tomova","Lola Radivojevic",1,0
"Lucia Bronzetti","Martina Trevisan",0,1
"Lucia Bronzetti","Maryna Zanevska",0,1
"Lucia Bronzetti","Nuria Parrizas Diaz",1,0
"Lucia Bronzetti","Tamara Zidansek",0,1
"Lucia Bronzetti","Viktoriya Tomova",1,0
"Lucia Bronzetti","Xiyu Wang",1,0
"Madison Brengle","Marta Kostyuk",1,0
"Madison Brengle","Mihaela Buzarnescu",1,0
"Madison Brengle","Natalia Vikhlyantseva",1,0
"Madison Brengle","Tamara Zidansek",0,1
"Madison Keys","Maria Sakkari",0,1
"Madison Keys","Oceane Dodin",1,0
"Madison Keys","Sloane Stephens",1,1
"Ulrikke Eikeri","Madison Keys",0,1
"Madison Keys","Veronika Kudermetova",0,1
"Madison Keys","Victoria Azarenka",0,1
"Magda Linette","Martina Trevisan",0,1
"Magda Linette","Nao Hibino",1,0
"Magda Linette","Ons Jabeur",1,1
"Magda Linette","Petra Kvitova",0,1
"Magda Linette","Saisai Zheng",0,1
"Magda Linette","Sorana Cirstea",0,1
"Magda Linette","Varvara Gracheva",1,0
"Magda Linette","Yulia Putintseva",1,1
"Magdalena Frech","Marina Melnikova",1,0
"Magdalena Frech","Nuria Parrizas Diaz",0,1
"Magdalena Frech","Petra Kvitova",1,0
"Magdalena Frech","Sloane Stephens",0,1
"Maria Carle","Tatjana Maria",0,1
"Maria Carle","Yulia Putintseva",1,0
"Maria Sakkari","Maryna Zanevska",1,0
"Maria Sakkari","Mayar Sherif",0,1
"Maria Sakkari","Ons Jabeur",0,1
"Maria Sakkari","Petra Kvitova",0,1
"Maria Sakkari","Polona Hercog",1,0
"Maria Sakkari","Sofia Kenin",1,0
"Mariam Bolkvadze","Sofia Nami Samavati",0,1
"Mariam Bolkvadze","Tamara Zidansek",0,1
"Mariam Bolkvadze","Viktoriya Tomova",0,1
"Marie Bouzkova","Marketa Vondrousova",0,1
"Marie Bouzkova","Petra Kvitova",0,1
"Marie Bouzkova","Varvara Gracheva",0,1
"Marina Melnikova","Tamara Zidansek",0,1
"Marina Melnikova","Varvara Lepchenko",0,1
"Marina Melnikova","Veronika Kudermetova",0,1
"Marketa Vondrousova","Ons Jabeur",0,1
"Marketa Vondrousova","Paula Badosa",0,1
"Marketa Vondrousova","Polona Hercog",1,0
"Marketa Vondrousova","Simona Halep",0,1
"Marta Kostyuk","Mayar Sherif",0,1
"Marta Kostyuk","Saisai Zheng",1,0
"Marta Kostyuk","Sorana Cirstea",0,1
"Marta Kostyuk","Varvara Gracheva",1,0
"Marta Kostyuk","Yuki Naito",1,0
"Martina Trevisan","Nuria Parrizas Diaz",0,1
"Martina Trevisan","Ons Jabeur",0,1
"Martina Trevisan","Sara Sorribes Tormo",0,1
"Martina Trevisan","Shuai Zhang",0,1
"Martina Trevisan","Sorana Cirstea",0,1
"Maryna Zanevska","Natalia Vikhlyantseva",1,0
"Maryna Zanevska","Nuria Parrizas Diaz",1,0
"Maryna Zanevska","Qinwen Zheng",0,1
"Maryna Zanevska","Shuai Zhang",1,0
"Maryna Zanevska","Stefanie Voegele",1,0
"Maryna Zanevska","Tamara Zidansek",0,1
"Maryna Zanevska","Viktoriya Tomova",1,0
"Mayar Sherif","Mihaela Buzarnescu",1,0
"Mayar Sherif","Panna Udvardy",0,1
"Mayar Sherif","Simona Waltert",1,0
"Mayar Sherif","Tamara Zidansek",0,1
"Mihaela Buzarnescu","Paula Badosa",0,1
"Mihaela Buzarnescu","Serena Williams",0,1
"Mihaela Buzarnescu","Viktoriya Tomova",1,0
"Misaki Doi","Nao Hibino",0,1
"Misaki Doi","Naomi Osaka",0,1
"Misaki Doi","Olga Danilovic",0,1
"Misaki Doi","Qiang Wang",0,1
"Misaki Doi","Shuai Zhang",0,1
"Nadia Podoroska","Oceane Dodin",1,0
"Nadia Podoroska","Petra Martic",0,1
"Nadia Podoroska","Serena Williams",1,0
"Nadia Podoroska","Yulia Putintseva",0,1
"Nao Hibino","Ons Jabeur",0,1
"Naomi Osaka","Sara Sorribes Tormo",0,1
"Natalia Vikhlyantseva","Zarina Diyas",0,1
"Nuria Parrizas Diaz","Petra Martic",0,1
"Nuria Parrizas Diaz","Sara Sorribes Tormo",1,0
"Nuria Parrizas Diaz","Sorana Cirstea",1,0
"Nuria Parrizas Diaz","Viktorija Golubic",0,1
"Nuria Parrizas Diaz","Viktoriya Tomova",0,1
"Oceane Dodin","Viktorija Golubic",1,0
"Olga Danilovic","Petra Martic",0,1
"Olga Danilovic","Shuai Zhang",0,1
"Olga Danilovic","Simona Waltert",1,0
"Olga Danilovic","Tamara Korpatsch",1,0
"Ons Jabeur","Paula Badosa",0,1
"Ons Jabeur","Simona Halep",1,0
"Ons Jabeur","Sloane Stephens",1,0
"Ons Jabeur","Sorana Cirstea",1,0
"Ons Jabeur","Stefanie Voegele",1,0
"Ons Jabeur","Varvara Gracheva",1,0
"Ons Jabeur","Yulia Putintseva",2,0
"Panna Udvardy","Sofia Nami Samavati",1,0
"Paula Badosa","Rebecca Peterson",1,0
"Paula Badosa","Simona Halep",0,1
"Paula Badosa","Tamara Zidansek",0,1
"Paula Badosa","Varvara Gracheva",1,0
"Paula Badosa","Veronika Kudermetova",1,2
"Paula Badosa","Viktoriya Tomova",1,0
"Paula Ormaechea","Viktoriya Tomova",1,0
"Petra Kvitova","Storm Sanders",1,0
"Vera Zvonareva","Petra Kvitova",1,0
"Petra Kvitova","Veronika Kudermetova",1,0
"Petra Marcinko","Rebecca Peterson",1,0
"Petra Martic","Qiang Wang",0,1
"Petra Martic","Shelby Rogers",1,0
"Petra Martic","Tamara Zidansek",0,1
"Petra Martic","Varvara Gracheva",1,0
"Polona Hercog","Vera Zvonareva",0,1
"Qiang Wang","Sara Sorribes Tormo",0,1
"Qiang Wang","Sloane Stephens",1,0
"Qinwen Zheng","Simona Halep",1,0
"Qinwen Zheng","Sloane Stephens",1,0
"Rebecca Peterson","Shelby Rogers",1,0
"Rebecca Peterson","Tatjana Maria",0,1
"Rebecca Peterson","Yulia Putintseva",0,2
"Reka Luca Jani","Tereza Martincova",1,0
"Reka Luca Jani","Viktoriya Tomova",0,1
"Saisai Zheng","Sara Sorribes Tormo",1,0
"Saisai Zheng","Simona Halep",0,1
"Saisai Zheng","Stefanie Voegele",0,1
"Sara Errani","Sara Sorribes Tormo",2,0
"Sara Errani","Sloane Stephens",0,1
"Sara Errani","Stefanie Voegele",1,0
"Sara Errani","Tamara Zidansek",0,1
"Sara Sorribes Tormo","Simona Halep",0,1
"Sara Sorribes Tormo","Varvara Gracheva",1,0
"Shelby Rogers","Tereza Martincova",1,0
"Shelby Rogers","Yulia Putintseva",0,1
"Shuai Zhang","Simona Halep",0,1
"Shuai Zhang","Sorana Cirstea",0,1
"Shuai Zhang","Varvara Lepchenko",0,1
"Simona Waltert","Tamara Zidansek",1,0
"Zarina Diyas","Simona Waltert",1,0
"Sloane Stephens","Sorana Cirstea",1,0
"Sloane Stephens","Veronika Kudermetova",0,1
"Sloane Stephens","Xin Yu Wang",1,0
"Sorana Cirstea","Tamara Zidansek",0,1
"Sorana Cirstea","Tatjana Maria",1,0
"Sorana Cirstea","Veronika Kudermetova",0,1
"Tamara Zidansek","Victoria Azarenka",0,1
"Tamara Zidansek","Viktoriya Tomova",1,0
"Victoria Azarenka","Viktorija Golubic",2,0
"Yulia Putintseva","Zarina Diyas",1,0
